sigma,month,b,cr
20,7,4,3.020703933747412
20,7,8,3.1594202898550723
20,7,16,3.160455486542443
20,7,32,3.1977225672877845
20,7,64,3.2836438923395446
20,7,128,3.2142857142857144
0,7,1,3.2246376811594204
0,7,2,2.5372670807453415
0,7,4,2.1387163561076603
0,7,8,1.9109730848861284
0,7,16,1.8271221532091098
0,7,32,1.8178053830227743
0,7,64,1.8178053830227743
0,7,128,1.8178053830227743
2,7,1,3.1635610766045548
2,7,2,2.4927536231884058
2,7,4,2.1407867494824018
2,7,8,1.89648033126294
2,7,16,1.839544513457557
2,7,32,1.8364389233954452
2,7,64,1.849896480331263
2,7,128,1.8561076604554865
5,7,1,3.18944099378882
5,7,2,2.658385093167702
5,7,4,2.4047619047619047
5,7,8,2.419254658385093
5,7,16,2.6718426501035197
5,7,32,2.900621118012422
5,7,64,3.039337474120083
5,7,128,3.1801242236024843
10,7,1,3.1728778467908905
10,7,2,2.779503105590062
10,7,4,2.7753623188405796
10,7,8,3.031055900621118
10,7,16,3.181159420289855
10,7,32,3.25879917184265
10,7,64,3.219461697722567
10,7,128,3.2318840579710146
15,7,1,3.2236024844720497
15,7,2,2.893374741200828
15,7,4,2.9285714285714284
15,7,8,3.1728778467908905
15,7,16,3.2422360248447206
15,7,32,3.1925465838509317
15,7,64,3.201863354037267
15,7,128,3.1573498964803313
20,7,1,3.1904761904761907
20,7,2,2.929606625258799
20,7,4,3.0548654244306417
20,7,8,3.1563146997929605
20,7,16,3.2153209109730847
20,7,32,3.18944099378882
20,7,64,3.1977225672877845
20,7,128,3.2318840579710146
0,7,1,3.1946169772256727
0,7,2,2.5320910973084887
0,7,4,2.139751552795031
0,7,8,1.912008281573499
0,7,16,1.8281573498964803
0,7,32,1.8178053830227743
0,7,64,1.8178053830227743
0,7,128,1.8178053830227743
2,7,1,3.2039337474120084
2,7,2,2.5072463768115942
2,7,4,2.1335403726708075
2,7,8,1.9161490683229814
2,7,16,1.8385093167701863
2,7,32,1.8478260869565217
2,7,64,1.860248447204969
2,7,128,1.8592132505175984
5,7,1,3.1904761904761907
5,7,2,2.660455486542443
5,7,4,2.380952380952381
5,7,8,2.4544513457556936
5,7,16,2.6490683229813663
5,7,32,2.87888198757764
5,7,64,3.062111801242236
5,7,128,3.1770186335403725
10,7,1,3.1946169772256727
10,7,2,2.813664596273292
10,7,4,2.8167701863354035
10,7,8,3.0434782608695654
10,7,16,3.186335403726708
10,7,32,3.2008281573498967
10,7,64,3.1935817805383024
10,7,128,3.229813664596273
15,7,1,3.2028985507246377
15,7,2,2.909937888198758
15,7,4,2.920289855072464
15,7,8,3.1345755693581783
15,7,16,3.1739130434782608
15,7,32,3.2163561076604554
15,7,64,3.2650103519668736
15,7,128,3.2132505175983437
20,7,1,3.217391304347826
20,7,2,2.917184265010352
20,7,4,3.036231884057971
20,7,8,3.1946169772256727
20,7,16,3.1925465838509317
20,7,32,3.2153209109730847
20,7,64,3.209109730848861
20,7,128,3.2246376811594204
0,7,1,3.20703933747412
0,7,2,2.5372670807453415
0,7,4,2.141821946169772
0,7,8,1.9161490683229814
0,7,16,1.8229813664596273
0,7,32,1.8178053830227743
0,7,64,1.8178053830227743
0,7,128,1.8178053830227743
2,7,1,3.2339544513457557
2,7,2,2.5579710144927534
2,7,4,2.13768115942029
2,7,8,1.9161490683229814
2,7,16,1.8509316770186335
2,7,32,1.8467908902691512
2,7,64,1.84472049689441
2,7,128,1.8592132505175984
5,7,1,3.2008281573498967
5,7,2,2.616977225672878
5,7,4,2.406832298136646
5,7,8,2.4078674948240164
5,7,16,2.6469979296066253
5,7,32,2.912008281573499
5,7,64,3.098343685300207
5,7,128,3.1594202898550723
10,7,1,3.1925465838509317
10,7,2,2.800207039337474
10,7,4,2.7867494824016563
10,7,8,3.015527950310559
10,7,16,3.1956521739130435
10,7,32,3.198757763975155
10,7,64,3.1635610766045548
10,7,128,3.240165631469979
15,7,1,3.196687370600414
15,7,2,2.8333333333333335
15,7,4,2.9575569358178053
15,7,8,3.113871635610766
15,7,16,3.198757763975155
15,7,32,3.142857142857143
15,7,64,3.222567287784679
15,7,128,3.270186335403727
20,7,1,3.1977225672877845
20,7,2,2.9285714285714284
20,7,4,3.040372670807453
20,7,8,3.1231884057971016
20,7,16,3.246376811594203
20,7,32,3.2080745341614905
20,7,64,3.2236024844720497
20,7,128,3.210144927536232
0,8,1,3.1055900621118013
0,8,2,2.4886128364389233
0,8,4,2.0641821946169774
0,8,8,1.8643892339544514
0,8,16,1.7857142857142858
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1149068322981366
2,8,2,2.484472049689441
2,8,4,2.072463768115942
2,8,8,1.8695652173913044
2,8,16,1.7991718426501035
2,8,32,1.8043478260869565
2,8,64,1.803312629399586
2,8,128,1.81055900621118
5,8,1,3.148033126293996
5,8,2,2.5631469979296067
5,8,4,2.329192546583851
5,8,8,2.349896480331263
5,8,16,2.5962732919254656
5,8,32,2.8426501035196687
5,8,64,2.9658385093167703
5,8,128,3.031055900621118
10,8,1,3.1780538302277432
10,8,2,2.7763975155279503
10,8,4,2.722567287784679
10,8,8,2.9389233954451344
10,8,16,3.089026915113872
10,8,32,3.1490683229813663
10,8,64,3.1149068322981366
10,8,128,3.1469979296066253
15,8,1,3.1387163561076603
15,8,2,2.801242236024845
15,8,4,2.8664596273291925
15,8,8,3.0248447204968945
15,8,16,3.1128364389233956
15,8,32,3.158385093167702
15,8,64,3.1842650103519667
15,8,128,3.087991718426501
20,8,1,3.1149068322981366
20,8,2,2.8654244306418217
20,8,4,2.8819875776397517
20,8,8,3.0817805383022776
20,8,16,3.1045548654244306
20,8,32,3.1356107660455486
20,8,64,3.148033126293996
20,8,128,3.0848861283643894
0,8,1,3.0952380952380953
0,8,2,2.4523809523809526
0,8,4,2.072463768115942
0,8,8,1.860248447204969
0,8,16,1.7836438923395446
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.116977225672878
2,8,2,2.460662525879917
2,8,4,2.0942028985507246
2,8,8,1.8685300207039337
2,8,16,1.795031055900621
2,8,32,1.803312629399586
2,8,64,1.8022774327122153
2,8,128,1.8198757763975155
5,8,1,3.12111801242236
5,8,2,2.567287784679089
5,8,4,2.3146997929606625
5,8,8,2.39648033126294
5,8,16,2.591097308488613
5,8,32,2.89648033126294
5,8,64,3.0031055900621118
5,8,128,3.0320910973084887
10,8,1,3.110766045548654
10,8,2,2.7349896480331264
10,8,4,2.750517598343685
10,8,8,2.937888198757764
10,8,16,3.0372670807453415
10,8,32,3.150103519668737
10,8,64,3.1159420289855073
10,8,128,3.1594202898550723
15,8,1,3.1149068322981366
15,8,2,2.8043478260869565
15,8,4,2.8768115942028984
15,8,8,3.0434782608695654
15,8,16,3.098343685300207
15,8,32,3.1128364389233956
15,8,64,3.089026915113872
15,8,128,3.0962732919254656
20,8,1,3.158385093167702
20,8,2,2.8664596273291925
20,8,4,2.8944099378881987
20,8,8,3.0962732919254656
20,8,16,3.1055900621118013
20,8,32,3.100414078674948
20,8,64,3.12008281573499
20,8,128,3.1594202898550723
0,8,1,3.0838509316770186
0,8,2,2.4575569358178053
0,8,4,2.082815734989648
0,8,8,1.860248447204969
0,8,16,1.7836438923395446
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.158385093167702
2,8,2,2.479296066252588
2,8,4,2.082815734989648
2,8,8,1.8716356107660455
2,8,16,1.795031055900621
2,8,32,1.795031055900621
2,8,64,1.8064182194616978
2,8,128,1.8115942028985508
5,8,1,3.080745341614907
5,8,2,2.5921325051759836
5,8,4,2.2991718426501033
5,8,8,2.39648033126294
5,8,16,2.5331262939958594
5,8,32,2.7681159420289854
5,8,64,3.0196687370600412
5,8,128,3.087991718426501
10,8,1,3.1252587991718426
10,8,2,2.75879917184265
10,8,4,2.753623188405797
10,8,8,2.9420289855072466
10,8,16,3.080745341614907
10,8,32,3.150103519668737
10,8,64,3.1366459627329193
10,8,128,3.113871635610766
15,8,1,3.1149068322981366
15,8,2,2.8198757763975157
15,8,4,2.8385093167701863
15,8,8,3.0351966873706004
15,8,16,3.101449275362319
15,8,32,3.1345755693581783
15,8,64,3.110766045548654
15,8,128,3.119047619047619
20,8,1,3.1749482401656315
20,8,2,2.87991718426501
20,8,4,2.906832298136646
20,8,8,3.132505175983437
20,8,16,3.0869565217391304
20,8,32,3.1252587991718426
20,8,64,3.1459627329192545
20,8,128,3.13768115942029
0,8,1,3.152173913043478
0,8,2,2.460662525879917
0,8,4,2.05175983436853
0,8,8,1.8685300207039337
0,8,16,1.784679089026915
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1749482401656315
2,8,2,2.4834368530020705
2,8,4,2.0921325051759836
2,8,8,1.8519668737060042
2,8,16,1.7908902691511388
2,8,32,1.7960662525879918
2,8,64,1.8115942028985508
2,8,128,1.8146997929606625
5,8,1,3.132505175983437
5,8,2,2.538302277432712
5,8,4,2.3229813664596275
5,8,8,2.3374741200828155
5,8,16,2.5455486542443064
5,8,32,2.8022774327122155
5,8,64,3.0300207039337472
5,8,128,3.056935817805383
10,8,1,3.1635610766045548
10,8,2,2.759834368530021
10,8,4,2.740165631469979
10,8,8,2.953416149068323
10,8,16,3.060041407867495
10,8,32,3.1573498964803313
10,8,64,3.1128364389233956
10,8,128,3.106625258799172
15,8,1,3.0942028985507246
15,8,2,2.8768115942028984
15,8,4,2.857142857142857
15,8,8,3.040372670807453
15,8,16,3.0817805383022776
15,8,32,3.1407867494824018
15,8,64,3.1511387163561078
15,8,128,3.106625258799172
20,8,1,3.0848861283643894
20,8,2,2.9130434782608696
20,8,4,2.950310559006211
20,8,8,3.119047619047619
20,8,16,3.1262939958592133
20,8,32,3.1180124223602483
20,8,64,3.148033126293996
20,8,128,3.0962732919254656
0,8,1,3.119047619047619
0,8,2,2.497929606625259
0,8,4,2.0631469979296067
0,8,8,1.8643892339544514
0,8,16,1.7836438923395446
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.089026915113872
2,8,2,2.468944099378882
2,8,4,2.079710144927536
2,8,8,1.8685300207039337
2,8,16,1.8012422360248448
2,8,32,1.7960662525879918
2,8,64,1.800207039337474
2,8,128,1.8126293995859213
5,8,1,3.113871635610766
5,8,2,2.541407867494824
5,8,4,2.3302277432712217
5,8,8,2.380952380952381
5,8,16,2.587991718426501
5,8,32,2.801242236024845
5,8,64,3.0445134575569357
5,8,128,3.0424430641821947
10,8,1,3.13768115942029
10,8,2,2.7039337474120084
10,8,4,2.7049689440993787
10,8,8,2.963768115942029
10,8,16,3.0942028985507246
10,8,32,3.1552795031055902
10,8,64,3.1231884057971016
10,8,128,3.181159420289855
15,8,1,3.1438923395445135
15,8,2,2.818840579710145
15,8,4,2.8343685300207038
15,8,8,3.059006211180124
15,8,16,3.12111801242236
15,8,32,3.152173913043478
15,8,64,3.082815734989648
15,8,128,3.1387163561076603
20,8,1,3.132505175983437
20,8,2,2.839544513457557
20,8,4,2.971014492753623
20,8,8,3.1149068322981366
20,8,16,3.1149068322981366
20,8,32,3.1252587991718426
20,8,64,3.1438923395445135
20,8,128,3.1356107660455486
0,8,1,3.1180124223602483
0,8,2,2.481366459627329
0,8,4,2.0786749482401654
0,8,8,1.8664596273291925
0,8,16,1.7815734989648033
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1438923395445135
2,8,2,2.4803312629399588
2,8,4,2.080745341614907
2,8,8,1.8737060041407867
2,8,16,1.7981366459627328
2,8,32,1.808488612836439
2,8,64,1.8043478260869565
2,8,128,1.813664596273292
5,8,1,3.150103519668737
5,8,2,2.567287784679089
5,8,4,2.281573498964803
5,8,8,2.369565217391304
5,8,16,2.608695652173913
5,8,32,2.8157349896480333
5,8,64,2.994824016563147
5,8,128,3.080745341614907
10,8,1,3.10351966873706
10,8,2,2.7111801242236027
10,8,4,2.7650103519668736
10,8,8,2.919254658385093
10,8,16,3.0973084886128364
10,8,32,3.122153209109731
10,8,64,3.1449275362318843
10,8,128,3.1739130434782608
15,8,1,3.1656314699792962
15,8,2,2.8115942028985508
15,8,4,2.8768115942028984
15,8,8,3.0476190476190474
15,8,16,3.1469979296066253
15,8,32,3.13768115942029
15,8,64,3.1459627329192545
15,8,128,3.129399585921325
20,8,1,3.1563146997929605
20,8,2,2.8447204968944098
20,8,4,2.9130434782608696
20,8,8,3.12111801242236
20,8,16,3.098343685300207
20,8,32,3.1055900621118013
20,8,64,3.12008281573499
20,8,128,3.130434782608696
0,8,1,3.1728778467908905
0,8,2,2.4575569358178053
0,8,4,2.072463768115942
0,8,8,1.8840579710144927
0,8,16,1.7815734989648033
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1645962732919255
2,8,2,2.494824016563147
2,8,4,2.0921325051759836
2,8,8,1.8778467908902692
2,8,16,1.7939958592132506
2,8,32,1.8043478260869565
2,8,64,1.8074534161490683
2,8,128,1.8126293995859213
5,8,1,3.1490683229813663
5,8,2,2.56935817805383
5,8,4,2.3167701863354035
5,8,8,2.401656314699793
5,8,16,2.627329192546584
5,8,32,2.820910973084886
5,8,64,3.0331262939958594
5,8,128,3.070393374741201
10,8,1,3.132505175983437
10,8,2,2.691511387163561
10,8,4,2.7049689440993787
10,8,8,2.927536231884058
10,8,16,3.077639751552795
10,8,32,3.1666666666666665
10,8,64,3.1645962732919255
10,8,128,3.141821946169772
15,8,1,3.1366459627329193
15,8,2,2.831262939958592
15,8,4,2.867494824016563
15,8,8,3.0652173913043477
15,8,16,3.1366459627329193
15,8,32,3.079710144927536
15,8,64,3.1749482401656315
15,8,128,3.1635610766045548
20,8,1,3.1055900621118013
20,8,2,2.857142857142857
20,8,4,2.9347826086956523
20,8,8,3.0973084886128364
20,8,16,3.1511387163561078
20,8,32,3.153209109730849
20,8,64,3.1335403726708075
20,8,128,3.093167701863354
0,8,1,3.1159420289855073
0,8,2,2.472049689440994
0,8,4,2.0952380952380953
0,8,8,1.8664596273291925
0,8,16,1.789855072463768
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.0859213250517596
2,8,2,2.4782608695652173
2,8,4,2.087991718426501
2,8,8,1.8737060041407867
2,8,16,1.805383022774327
2,8,32,1.7971014492753623
2,8,64,1.805383022774327
2,8,128,1.8146997929606625
5,8,1,3.109730848861284
5,8,2,2.556935817805383
5,8,4,2.3405797101449277
5,8,8,2.400621118012422
5,8,16,2.5848861283643894
5,8,32,2.8115942028985508
5,8,64,2.972049689440994
5,8,128,3.111801242236025
10,8,1,3.1832298136645965
10,8,2,2.7577639751552794
10,8,4,2.7080745341614905
10,8,8,2.9958592132505175
10,8,16,3.142857142857143
10,8,32,3.153209109730849
10,8,64,3.1718426501035197
10,8,128,3.153209109730849
15,8,1,3.1552795031055902
15,8,2,2.8157349896480333
15,8,4,2.877846790890269
15,8,8,3.0165631469979295
15,8,16,3.13768115942029
15,8,32,3.1335403726708075
15,8,64,3.12111801242236
15,8,128,3.1252587991718426
20,8,1,3.1231884057971016
20,8,2,2.841614906832298
20,8,4,2.9803312629399588
20,8,8,3.099378881987578
20,8,16,3.1635610766045548
20,8,32,3.113871635610766
20,8,64,3.113871635610766
20,8,128,3.1231884057971016
0,8,1,3.1366459627329193
0,8,2,2.4803312629399588
0,8,4,2.0869565217391304
0,8,8,1.8530020703933747
0,8,16,1.7857142857142858
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.142857142857143
2,8,2,2.472049689440994
2,8,4,2.0942028985507246
2,8,8,1.8871635610766047
2,8,16,1.7981366459627328
2,8,32,1.800207039337474
2,8,64,1.803312629399586
2,8,128,1.81055900621118
5,8,1,3.127329192546584
5,8,2,2.570393374741201
5,8,4,2.308488612836439
5,8,8,2.3436853002070395
5,8,16,2.5734989648033126
5,8,32,2.824016563146998
5,8,64,2.977225672877847
5,8,128,3.0559006211180124
10,8,1,3.127329192546584
10,8,2,2.727743271221532
10,8,4,2.7546583850931676
10,8,8,2.9254658385093166
10,8,16,3.0838509316770186
10,8,32,3.1552795031055902
10,8,64,3.1024844720496896
10,8,128,3.101449275362319
15,8,1,3.1180124223602483
15,8,2,2.846790890269151
15,8,4,2.9140786749482404
15,8,8,3.072463768115942
15,8,16,3.0869565217391304
15,8,32,3.130434782608696
15,8,64,3.1614906832298137
15,8,128,3.1128364389233956
20,8,1,3.142857142857143
20,8,2,2.8126293995859215
20,8,4,2.8654244306418217
20,8,8,3.0372670807453415
20,8,16,3.082815734989648
20,8,32,3.1335403726708075
20,8,64,3.18944099378882
20,8,128,3.067287784679089
0,8,1,3.1552795031055902
0,8,2,2.4575569358178053
0,8,4,2.0817805383022776
0,8,8,1.865424430641822
0,8,16,1.784679089026915
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1542443064182195
2,8,2,2.450310559006211
2,8,4,2.0817805383022776
2,8,8,1.8592132505175984
2,8,16,1.789855072463768
2,8,32,1.8012422360248448
2,8,64,1.808488612836439
2,8,128,1.8115942028985508
5,8,1,3.111801242236025
5,8,2,2.5559006211180124
5,8,4,2.267080745341615
5,8,8,2.3840579710144927
5,8,16,2.5848861283643894
5,8,32,2.824016563146998
5,8,64,2.9668737060041406
5,8,128,3.0734989648033126
10,8,1,3.129399585921325
10,8,2,2.7008281573498967
10,8,4,2.750517598343685
10,8,8,2.891304347826087
10,8,16,3.0817805383022776
10,8,32,3.1387163561076603
10,8,64,3.1542443064182195
10,8,128,3.1231884057971016
15,8,1,3.129399585921325
15,8,2,2.8157349896480333
15,8,4,2.932712215320911
15,8,8,3.0745341614906834
15,8,16,3.1045548654244306
15,8,32,3.168737060041408
15,8,64,3.1345755693581783
15,8,128,3.111801242236025
20,8,1,3.079710144927536
20,8,2,2.889233954451346
20,8,4,2.922360248447205
20,8,8,3.0817805383022776
20,8,16,3.1045548654244306
20,8,32,3.1149068322981366
20,8,64,3.113871635610766
20,8,128,3.132505175983437
0,8,1,3.1180124223602483
0,8,2,2.474120082815735
0,8,4,2.087991718426501
0,8,8,1.8623188405797102
0,8,16,1.779503105590062
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1252587991718426
2,8,2,2.4751552795031055
2,8,4,2.100414078674948
2,8,8,1.8799171842650104
2,8,16,1.803312629399586
2,8,32,1.8022774327122153
2,8,64,1.805383022774327
2,8,128,1.8198757763975155
5,8,1,3.0579710144927534
5,8,2,2.531055900621118
5,8,4,2.351966873706004
5,8,8,2.3819875776397517
5,8,16,2.567287784679089
5,8,32,2.8053830227743273
5,8,64,2.9679089026915113
5,8,128,3.100414078674948
10,8,1,3.153209109730849
10,8,2,2.732919254658385
10,8,4,2.7556935817805384
10,8,8,2.877846790890269
10,8,16,3.0869565217391304
10,8,32,3.1449275362318843
10,8,64,3.1459627329192545
10,8,128,3.124223602484472
15,8,1,3.129399585921325
15,8,2,2.8550724637681157
15,8,4,2.898550724637681
15,8,8,3.010351966873706
15,8,16,3.141821946169772
15,8,32,3.1407867494824018
15,8,64,3.1231884057971016
15,8,128,3.129399585921325
20,8,1,3.1231884057971016
20,8,2,2.8457556935817805
20,8,4,2.9627329192546585
20,8,8,3.10351966873706
20,8,16,3.0869565217391304
20,8,32,3.141821946169772
20,8,64,3.087991718426501
20,8,128,3.093167701863354
0,8,1,3.1366459627329193
0,8,2,2.4679089026915113
0,8,4,2.082815734989648
0,8,8,1.8643892339544514
0,8,16,1.7815734989648033
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1356107660455486
2,8,2,2.471014492753623
2,8,4,2.0755693581780537
2,8,8,1.8819875776397517
2,8,16,1.7981366459627328
2,8,32,1.7888198757763976
2,8,64,1.8178053830227743
2,8,128,1.824016563146998
5,8,1,3.130434782608696
5,8,2,2.5714285714285716
5,8,4,2.3302277432712217
5,8,8,2.390269151138716
5,8,16,2.5683229813664594
5,8,32,2.8322981366459627
5,8,64,3.0093167701863353
5,8,128,3.0714285714285716
10,8,1,3.1024844720496896
10,8,2,2.7111801242236027
10,8,4,2.7256728778467907
10,8,8,2.906832298136646
10,8,16,3.0952380952380953
10,8,32,3.091097308488613
10,8,64,3.1542443064182195
10,8,128,3.129399585921325
15,8,1,3.1231884057971016
15,8,2,2.7763975155279503
15,8,4,2.9078674948240164
15,8,8,2.9937888198757765
15,8,16,3.1128364389233956
15,8,32,3.1345755693581783
15,8,64,3.1853002070393375
15,8,128,3.1739130434782608
20,8,1,3.131469979296066
20,8,2,2.8643892339544514
20,8,4,2.9347826086956523
20,8,8,3.1024844720496896
20,8,16,3.1594202898550723
20,8,32,3.1438923395445135
20,8,64,3.175983436853002
20,8,128,3.13768115942029
0,8,1,3.1449275362318843
0,8,2,2.453416149068323
0,8,4,2.077639751552795
0,8,8,1.8530020703933747
0,8,16,1.7826086956521738
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.148033126293996
2,8,2,2.472049689440994
2,8,4,2.0973084886128364
2,8,8,1.8788819875776397
2,8,16,1.800207039337474
2,8,32,1.7929606625258798
2,8,64,1.8115942028985508
2,8,128,1.8074534161490683
5,8,1,3.141821946169772
5,8,2,2.580745341614907
5,8,4,2.346790890269151
5,8,8,2.388198757763975
5,8,16,2.5838509316770186
5,8,32,2.8053830227743273
5,8,64,3.002070393374741
5,8,128,3.049689440993789
10,8,1,3.160455486542443
10,8,2,2.7681159420289854
10,8,4,2.719461697722567
10,8,8,2.94824016563147
10,8,16,3.1055900621118013
10,8,32,3.1231884057971016
10,8,64,3.1645962732919255
10,8,128,3.1252587991718426
15,8,1,3.142857142857143
15,8,2,2.7950310559006213
15,8,4,2.9057971014492754
15,8,8,3.039337474120083
15,8,16,3.124223602484472
15,8,32,3.101449275362319
15,8,64,3.127329192546584
15,8,128,3.111801242236025
20,8,1,3.1542443064182195
20,8,2,2.8354037267080745
20,8,4,2.951345755693582
20,8,8,3.079710144927536
20,8,16,3.1469979296066253
20,8,32,3.142857142857143
20,8,64,3.1666666666666665
20,8,128,3.109730848861284
0,8,1,3.0869565217391304
0,8,2,2.505175983436853
0,8,4,2.091097308488613
0,8,8,1.8695652173913044
0,8,16,1.7826086956521738
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1552795031055902
2,8,2,2.459627329192547
2,8,4,2.0786749482401654
2,8,8,1.870600414078675
2,8,16,1.7991718426501035
2,8,32,1.7981366459627328
2,8,64,1.8250517598343685
2,8,128,1.8043478260869565
5,8,1,3.1262939958592133
5,8,2,2.5476190476190474
5,8,4,2.3364389233954452
5,8,8,2.36231884057971
5,8,16,2.56935817805383
5,8,32,2.81055900621118
5,8,64,2.9782608695652173
5,8,128,3.0579710144927534
10,8,1,3.12111801242236
10,8,2,2.7339544513457557
10,8,4,2.7422360248447206
10,8,8,2.927536231884058
10,8,16,3.116977225672878
10,8,32,3.186335403726708
10,8,64,3.1407867494824018
10,8,128,3.108695652173913
15,8,1,3.142857142857143
15,8,2,2.7971014492753623
15,8,4,2.8768115942028984
15,8,8,3.040372670807453
15,8,16,3.089026915113872
15,8,32,3.160455486542443
15,8,64,3.113871635610766
15,8,128,3.129399585921325
20,8,1,3.1438923395445135
20,8,2,2.8302277432712217
20,8,4,2.961697722567288
20,8,8,3.090062111801242
20,8,16,3.1407867494824018
20,8,32,3.122153209109731
20,8,64,3.106625258799172
20,8,128,3.131469979296066
0,8,1,3.179089026915114
0,8,2,2.4565217391304346
0,8,4,2.062111801242236
0,8,8,1.8540372670807452
0,8,16,1.7774327122153208
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1573498964803313
2,8,2,2.4855072463768115
2,8,4,2.06935817805383
2,8,8,1.8716356107660455
2,8,16,1.813664596273292
2,8,32,1.7981366459627328
2,8,64,1.8095238095238095
2,8,128,1.815734989648033
5,8,1,3.1076604554865424
5,8,2,2.5579710144927534
5,8,4,2.3146997929606625
5,8,8,2.368530020703934
5,8,16,2.589026915113872
5,8,32,2.8457556935817805
5,8,64,3.0113871635610767
5,8,128,3.0683229813664594
10,8,1,3.1345755693581783
10,8,2,2.675983436853002
10,8,4,2.7215320910973086
10,8,8,2.9244306418219463
10,8,16,3.1024844720496896
10,8,32,3.1625258799171845
10,8,64,3.1159420289855073
10,8,128,3.1076604554865424
15,8,1,3.098343685300207
15,8,2,2.8405797101449277
15,8,4,2.860248447204969
15,8,8,3.082815734989648
15,8,16,3.1128364389233956
15,8,32,3.10351966873706
15,8,64,3.124223602484472
15,8,128,3.1024844720496896
20,8,1,3.1283643892339543
20,8,2,2.8550724637681157
20,8,4,2.951345755693582
20,8,8,3.129399585921325
20,8,16,3.099378881987578
20,8,32,3.1563146997929605
20,8,64,3.1749482401656315
20,8,128,3.116977225672878
0,8,1,3.139751552795031
0,8,2,2.4523809523809526
0,8,4,2.079710144927536
0,8,8,1.8561076604554865
0,8,16,1.7836438923395446
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1594202898550723
2,8,2,2.4865424430641823
2,8,4,2.077639751552795
2,8,8,1.8643892339544514
2,8,16,1.7991718426501035
2,8,32,1.8074534161490683
2,8,64,1.803312629399586
2,8,128,1.8146997929606625
5,8,1,3.110766045548654
5,8,2,2.549689440993789
5,8,4,2.3219461697722568
5,8,8,2.329192546583851
5,8,16,2.627329192546584
5,8,32,2.8219461697722568
5,8,64,2.9865424430641823
5,8,128,3.0838509316770186
10,8,1,3.127329192546584
10,8,2,2.7660455486542443
10,8,4,2.722567287784679
10,8,8,2.959627329192547
10,8,16,3.087991718426501
10,8,32,3.1076604554865424
10,8,64,3.1366459627329193
10,8,128,3.077639751552795
15,8,1,3.110766045548654
15,8,2,2.8074534161490683
15,8,4,2.86231884057971
15,8,8,3.0610766045548656
15,8,16,3.119047619047619
15,8,32,3.1252587991718426
15,8,64,3.0942028985507246
15,8,128,3.1677018633540373
20,8,1,3.1594202898550723
20,8,2,2.8302277432712217
20,8,4,2.9213250517598346
20,8,8,3.1345755693581783
20,8,16,3.100414078674948
20,8,32,3.153209109730849
20,8,64,3.119047619047619
20,8,128,3.1231884057971016
0,8,1,3.132505175983437
0,8,2,2.4347826086956523
0,8,4,2.077639751552795
0,8,8,1.8664596273291925
0,8,16,1.7763975155279503
0,8,32,1.7753623188405796
0,8,64,1.7753623188405796
0,8,128,1.7753623188405796
2,8,1,3.1739130434782608
2,8,2,2.437888198757764
2,8,4,2.0734989648033126
2,8,8,1.8737060041407867
2,8,16,1.8022774327122153
2,8,32,1.7991718426501035
2,8,64,1.8022774327122153
2,8,128,1.813664596273292
5,8,1,3.0641821946169774
5,8,2,2.5683229813664594
5,8,4,2.287784679089027
5,8,8,2.3654244306418217
5,8,16,2.6469979296066253
5,8,32,2.8229813664596275
5,8,64,2.981366459627329
5,8,128,3.0838509316770186
10,8,1,3.152173913043478
10,8,2,2.7318840579710146
10,8,4,2.717391304347826
10,8,8,2.9368530020703933
10,8,16,3.1231884057971016
10,8,32,3.1262939958592133
10,8,64,3.139751552795031
10,8,128,3.108695652173913
15,8,1,3.13768115942029
15,8,2,2.829192546583851
15,8,4,2.860248447204969
15,8,8,3.012422360248447
15,8,16,3.110766045548654
15,8,32,3.132505175983437
15,8,64,3.1770186335403725
15,8,128,3.1231884057971016
