sigma,month,b,cr
10,10,8,2.887135922330097
10,10,16,3.0691747572815533
10,10,32,3.0643203883495147
10,10,64,3.0825242718446604
10,10,128,3.0157766990291264
15,10,1,3.1019417475728157
15,10,2,2.7487864077669903
15,10,4,2.8300970873786406
15,10,8,3.003640776699029
15,10,16,3.0509708737864076
15,10,32,3.0849514563106797
15,10,64,3.063106796116505
15,10,128,3.1177184466019416
20,10,1,3.0800970873786406
20,10,2,2.7779126213592233
20,10,4,2.9016990291262137
20,10,8,3.0509708737864076
20,10,16,3.0400485436893203
20,10,32,3.075242718446602
20,10,64,3.092233009708738
20,10,128,3.0764563106796117
0,10,1,3.0764563106796117
0,10,2,2.4199029126213594
0,10,4,2.0594660194174756
0,10,8,1.8470873786407767
0,10,16,1.7827669902912622
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.0716019417475726
2,10,2,2.4344660194174756
2,10,4,2.08373786407767
2,10,8,1.8725728155339805
2,10,16,1.7973300970873787
2,10,32,1.7924757281553398
2,10,64,1.8009708737864079
2,10,128,1.8118932038834952
5,10,1,3.066747572815534
5,10,2,2.512135922330097
5,10,4,2.279126213592233
5,10,8,2.316747572815534
5,10,16,2.495145631067961
5,10,32,2.7718446601941746
5,10,64,2.929611650485437
5,10,128,3.099514563106796
10,10,1,3.0436893203883497
10,10,2,2.7063106796116503
10,10,4,2.662621359223301
10,10,8,2.8689320388349513
10,10,16,3.0157766990291264
10,10,32,3.087378640776699
10,10,64,3.0764563106796117
10,10,128,3.058252427184466
15,10,1,3.1031553398058254
15,10,2,2.7973300970873787
15,10,4,2.862864077669903
15,10,8,3.08373786407767
15,10,16,3.0643203883495147
15,10,32,3.0885922330097086
15,10,64,2.9902912621359223
15,10,128,3.133495145631068
20,10,1,3.121359223300971
20,10,2,2.7985436893203883
20,10,4,2.9016990291262137
20,10,8,3.046116504854369
20,10,16,3.1140776699029127
20,10,32,3.1092233009708736
20,10,64,3.08373786407767
20,10,128,3.0509708737864076
0,10,1,3.0606796116504853
0,10,2,2.445388349514563
0,10,4,2.070388349514563
0,10,8,1.8495145631067962
0,10,16,1.7864077669902914
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.1359223300970873
2,10,2,2.450242718446602
2,10,4,2.092233009708738
2,10,8,1.8677184466019416
2,10,16,1.7949029126213591
2,10,32,1.7936893203883495
2,10,64,1.8021844660194175
2,10,128,1.8021844660194175
5,10,1,3.1262135922330097
5,10,2,2.549757281553398
5,10,4,2.304611650485437
5,10,8,2.3325242718446604
5,10,16,2.5655339805825244
5,10,32,2.7269417475728157
5,10,64,2.933252427184466
5,10,128,3.0109223300970873
10,10,1,3.0728155339805827
10,10,2,2.674757281553398
10,10,4,2.695388349514563
10,10,8,2.8434466019417477
10,10,16,3.0242718446601944
10,10,32,3.112864077669903
10,10,64,3.0946601941747574
10,10,128,3.075242718446602
15,10,1,3.078883495145631
15,10,2,2.8070388349514563
15,10,4,2.7609223300970873
15,10,8,2.9902912621359223
15,10,16,3.1019417475728157
15,10,32,3.0800970873786406
15,10,64,3.004854368932039
15,10,128,3.0983009708737863
20,10,1,3.1140776699029127
20,10,2,2.7682038834951457
20,10,4,2.8810679611650487
20,10,8,3.0473300970873787
20,10,16,3.1262135922330097
20,10,32,3.087378640776699
20,10,64,3.004854368932039
20,10,128,3.095873786407767
0,10,1,3.04126213592233
0,10,2,2.4478155339805827
0,10,4,2.0655339805825244
0,10,8,1.8640776699029127
0,10,16,1.7779126213592233
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.061893203883495
2,10,2,2.4320388349514563
2,10,4,2.0521844660194173
2,10,8,1.8640776699029127
2,10,16,1.7949029126213591
2,10,32,1.796116504854369
2,10,64,1.7936893203883495
2,10,128,1.796116504854369
5,10,1,3.1140776699029127
5,10,2,2.508495145631068
5,10,4,2.245145631067961
5,10,8,2.304611650485437
5,10,16,2.4817961165048543
5,10,32,2.753640776699029
5,10,64,2.9466019417475726
5,10,128,3.0145631067961167
10,10,1,3.0825242718446604
10,10,2,2.6820388349514563
10,10,4,2.7427184466019416
10,10,8,2.9114077669902914
10,10,16,3.0012135922330097
10,10,32,3.0740291262135924
10,10,64,3.0970873786407767
10,10,128,3.0740291262135924
15,10,1,3.1322815533980584
15,10,2,2.7487864077669903
15,10,4,2.816747572815534
15,10,8,3.0266990291262137
15,10,16,3.0825242718446604
15,10,32,3.0983009708737863
15,10,64,3.046116504854369
15,10,128,3.099514563106796
20,10,1,3.070388349514563
20,10,2,2.8264563106796117
20,10,4,2.9405339805825244
20,10,8,3.0
20,10,16,3.063106796116505
20,10,32,3.0764563106796117
20,10,64,3.125
20,10,128,3.0388349514563107
0,11,1,3.1258992805755397
0,11,2,2.4952038369304557
0,11,4,2.1019184652278176
0,11,8,1.881294964028777
0,11,16,1.8069544364508394
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.145083932853717
2,11,2,2.485611510791367
2,11,4,2.1115107913669067
2,11,8,1.8884892086330936
2,11,16,1.8381294964028776
2,11,32,1.8225419664268585
2,11,64,1.8273381294964028
2,11,128,1.8249400479616307
5,11,1,3.1402877697841727
5,11,2,2.618705035971223
5,11,4,2.3453237410071943
5,11,8,2.369304556354916
5,11,16,2.6103117505995206
5,11,32,2.8189448441247
5,11,64,3.0251798561151078
5,11,128,3.097122302158273
10,11,1,3.1882494004796165
10,11,2,2.7338129496402876
10,11,4,2.7937649880095923
10,11,8,2.962829736211031
10,11,16,3.1498800959232613
10,11,32,3.133093525179856
10,11,64,3.118705035971223
10,11,128,3.146282973621103
15,11,1,3.1630695443645083
15,11,2,2.802158273381295
15,11,4,2.920863309352518
15,11,8,3.0419664268585134
15,11,16,3.1235011990407675
15,11,32,3.158273381294964
15,11,64,3.13189448441247
15,11,128,3.1223021582733814
20,11,1,3.1510791366906474
20,11,2,2.904076738609113
20,11,4,2.882494004796163
20,11,8,3.0983213429256593
20,11,16,3.184652278177458
20,11,32,3.1522781774580335
20,11,64,3.143884892086331
20,11,128,3.1031175059952036
0,11,1,3.128297362110312
0,11,2,2.485611510791367
0,11,4,2.094724220623501
0,11,8,1.8896882494004796
0,11,16,1.8057553956834533
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.1486810551558753
2,11,2,2.5035971223021583
2,11,4,2.092326139088729
2,11,8,1.89568345323741
2,11,16,1.815347721822542
2,11,32,1.8189448441247003
2,11,64,1.8273381294964028
2,11,128,1.828537170263789
5,11,1,3.2050359712230216
5,11,2,2.597122302158273
5,11,4,2.3321342925659474
5,11,8,2.3884892086330933
5,11,16,2.568345323741007
5,11,32,2.800959232613909
5,11,64,3.0251798561151078
5,11,128,3.0719424460431655
10,11,1,3.146282973621103
10,11,2,2.726618705035971
10,11,4,2.7134292565947242
10,11,8,2.9436450839328536
10,11,16,3.1079136690647484
10,11,32,3.184652278177458
10,11,64,3.2014388489208634
10,11,128,3.1127098321342928
15,11,1,3.1546762589928057
15,11,2,2.8465227817745804
15,11,4,2.8741007194244603
15,11,8,3.091127098321343
15,11,16,3.183453237410072
15,11,32,3.157074340527578
15,11,64,3.1498800959232613
15,11,128,3.129496402877698
20,11,1,3.183453237410072
20,11,2,2.854916067146283
20,11,4,2.9592326139088727
20,11,8,3.093525179856115
20,11,16,3.1498800959232613
20,11,32,3.2014388489208634
20,11,64,3.160671462829736
20,11,128,3.2158273381294964
0,11,1,3.1366906474820144
0,11,2,2.4676258992805757
0,11,4,2.094724220623501
0,11,8,1.880095923261391
0,11,16,1.8057553956834533
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.158273381294964
2,11,2,2.4964028776978417
2,11,4,2.1199040767386093
2,11,8,1.89568345323741
2,11,16,1.8249400479616307
2,11,32,1.8249400479616307
2,11,64,1.8237410071942446
2,11,128,1.8441247002398082
5,11,1,3.1858513189448443
5,11,2,2.591127098321343
5,11,4,2.353717026378897
5,11,8,2.3585131894484412
5,11,16,2.5575539568345325
5,11,32,2.908872901678657
5,11,64,2.997601918465228
5,11,128,3.1127098321342928
10,11,1,3.193045563549161
10,11,2,2.76378896882494
10,11,4,2.7470023980815346
10,11,8,2.894484412470024
10,11,16,3.1127098321342928
10,11,32,3.158273381294964
10,11,64,3.161870503597122
10,11,128,3.199040767386091
15,11,1,3.129496402877698
15,11,2,2.8225419664268587
15,11,4,2.8800959232613907
15,11,8,3.116306954436451
15,11,16,3.172661870503597
15,11,32,3.1678657074340526
15,11,64,3.209832134292566
15,11,128,3.1918465227817747
20,11,1,3.1270983213429258
20,11,2,2.8465227817745804
20,11,4,2.9940047961630696
20,11,8,3.1091127098321345
20,11,16,3.1522781774580335
20,11,32,3.1270983213429258
20,11,64,3.1654676258992804
20,11,128,3.1498800959232613
0,11,1,3.1858513189448443
0,11,2,2.529976019184652
0,11,4,2.117505995203837
0,11,8,1.8896882494004796
0,11,16,1.8069544364508394
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.171462829736211
2,11,2,2.5059952038369304
2,11,4,2.0887290167865706
2,11,8,1.8872901678657075
2,11,16,1.8201438848920863
2,11,32,1.8237410071942446
2,11,64,1.8129496402877698
2,11,128,1.8381294964028776
5,11,1,3.1654676258992804
5,11,2,2.564748201438849
5,11,4,2.3513189448441247
5,11,8,2.3908872901678655
5,11,16,2.5887290167865706
5,11,32,2.7685851318944845
5,11,64,3.0419664268585134
5,11,128,3.1103117505995206
10,11,1,3.172661870503597
10,11,2,2.7505995203836933
10,11,4,2.725419664268585
10,11,8,2.960431654676259
10,11,16,3.117505995203837
10,11,32,3.175059952038369
10,11,64,3.183453237410072
10,11,128,3.223021582733813
15,11,1,3.197841726618705
15,11,2,2.838129496402878
15,11,4,2.9280575539568345
15,11,8,3.1247002398081536
15,11,16,3.1498800959232613
15,11,32,3.225419664268585
15,11,64,3.15947242206235
15,11,128,3.172661870503597
20,11,1,3.1654676258992804
20,11,2,2.857314148681055
20,11,4,2.961630695443645
20,11,8,3.142685851318945
20,11,16,3.176258992805755
20,11,32,3.1630695443645083
20,11,64,3.1654676258992804
20,11,128,3.1690647482014387
0,11,1,3.1402877697841727
0,11,2,2.511990407673861
0,11,4,2.0851318944844124
0,11,8,1.8788968824940049
0,11,16,1.803357314148681
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.1510791366906474
2,11,2,2.4940047961630696
2,11,4,2.1043165467625897
2,11,8,1.8896882494004796
2,11,16,1.828537170263789
2,11,32,1.8249400479616307
2,11,64,1.8213429256594724
2,11,128,1.8357314148681054
5,11,1,3.1870503597122304
5,11,2,2.5563549160671464
5,11,4,2.3333333333333335
5,11,8,2.3729016786570742
5,11,16,2.6366906474820144
5,11,32,2.854916067146283
5,11,64,2.9952038369304557
5,11,128,3.133093525179856
10,11,1,3.2062350119904077
10,11,2,2.7709832134292567
10,11,4,2.7805755395683454
10,11,8,2.9556354916067145
10,11,16,3.095923261390887
10,11,32,3.212230215827338
10,11,64,3.1486810551558753
10,11,128,3.158273381294964
15,11,1,3.1414868105515588
15,11,2,2.8788968824940047
15,11,4,2.905275779376499
15,11,8,3.0563549160671464
15,11,16,3.1414868105515588
15,11,32,3.1858513189448443
15,11,64,3.199040767386091
15,11,128,3.2002398081534773
20,11,1,3.1486810551558753
20,11,2,2.8980815347721824
20,11,4,2.964028776978417
20,11,8,3.092326139088729
20,11,16,3.224220623501199
20,11,32,3.1486810551558753
20,11,64,3.158273381294964
20,11,128,3.133093525179856
0,11,1,3.2326139088729016
0,11,2,2.513189448441247
0,11,4,2.1043165467625897
0,11,8,1.9028776978417266
0,11,16,1.803357314148681
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.1510791366906474
2,11,2,2.515587529976019
2,11,4,2.106714628297362
2,11,8,1.89568345323741
2,11,16,1.8225419664268585
2,11,32,1.8213429256594724
2,11,64,1.8261390887290168
2,11,128,1.8237410071942446
5,11,1,3.1678657074340526
5,11,2,2.552757793764988
5,11,4,2.3345323741007196
5,11,8,2.36810551558753
5,11,16,2.616306954436451
5,11,32,2.8309352517985613
5,11,64,2.9964028776978417
5,11,128,3.143884892086331
10,11,1,3.1103117505995206
10,11,2,2.7697841726618706
10,11,4,2.7505995203836933
10,11,8,2.960431654676259
10,11,16,3.080335731414868
10,11,32,3.1690647482014387
10,11,64,3.1546762589928057
10,11,128,3.1642685851318944
15,11,1,3.183453237410072
15,11,2,2.853717026378897
15,11,4,2.882494004796163
15,11,8,3.094724220623501
15,11,16,3.068345323741007
15,11,32,3.1270983213429258
15,11,64,3.1666666666666665
15,11,128,3.1510791366906474
20,11,1,3.211031175059952
20,11,2,2.869304556354916
20,11,4,2.9424460431654675
20,11,8,3.031175059952038
20,11,16,3.2194244604316546
20,11,32,3.1810551558753
20,11,64,3.1870503597122304
20,11,128,3.145083932853717
0,11,1,3.1558752997601918
0,11,2,2.4664268585131897
0,11,4,2.092326139088729
0,11,8,1.8764988009592327
0,11,16,1.8021582733812949
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.1546762589928057
2,11,2,2.538369304556355
2,11,4,2.0875299760191846
2,11,8,1.8884892086330936
2,11,16,1.8273381294964028
2,11,32,1.8273381294964028
2,11,64,1.8213429256594724
2,11,128,1.8429256594724222
5,11,1,3.1546762589928057
5,11,2,2.5587529976019185
5,11,4,2.323741007194245
5,11,8,2.3513189448441247
5,11,16,2.5719424460431655
5,11,32,2.817745803357314
5,11,64,3.0107913669064748
5,11,128,3.1043165467625897
10,11,1,3.2002398081534773
10,11,2,2.7278177458033572
10,11,4,2.776978417266187
10,11,8,2.9568345323741005
10,11,16,3.065947242206235
10,11,32,3.1654676258992804
10,11,64,3.184652278177458
10,11,128,3.1870503597122304
15,11,1,3.2182254196642686
15,11,2,2.8501199040767387
15,11,4,2.908872901678657
15,11,8,3.1043165467625897
15,11,16,3.142685851318945
15,11,32,3.160671462829736
15,11,64,3.171462829736211
15,11,128,3.171462829736211
20,11,1,3.2170263788968825
20,11,2,2.905275779376499
20,11,4,2.998800959232614
20,11,8,3.0995203836930454
20,11,16,3.158273381294964
20,11,32,3.171462829736211
20,11,64,3.146282973621103
20,11,128,3.199040767386091
0,11,1,3.184652278177458
0,11,2,2.511990407673861
0,11,4,2.092326139088729
0,11,8,1.8920863309352518
0,11,16,1.815347721822542
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.172661870503597
2,11,2,2.460431654676259
2,11,4,2.1127098321342928
2,11,8,1.89568345323741
2,11,16,1.8237410071942446
2,11,32,1.8249400479616307
2,11,64,1.8273381294964028
2,11,128,1.84052757793765
5,11,1,3.1918465227817747
5,11,2,2.597122302158273
5,11,4,2.327338129496403
5,11,8,2.352517985611511
5,11,16,2.593525179856115
5,11,32,2.84052757793765
5,11,64,2.9952038369304557
5,11,128,3.0719424460431655
10,11,1,3.175059952038369
10,11,2,2.7649880095923263
10,11,4,2.693045563549161
10,11,8,2.9760191846522783
10,11,16,3.173860911270983
10,11,32,3.1774580335731413
10,11,64,3.1510791366906474
10,11,128,3.1258992805755397
15,11,1,3.2541966426858515
15,11,2,2.8609112709832134
15,11,4,2.9016786570743407
15,11,8,3.062350119904077
15,11,16,3.1534772182254196
15,11,32,3.1810551558753
15,11,64,3.173860911270983
15,11,128,3.1510791366906474
20,11,1,3.1510791366906474
20,11,2,2.882494004796163
20,11,4,2.9664268585131897
20,11,8,3.1043165467625897
20,11,16,3.13189448441247
20,11,32,3.15947242206235
20,11,64,3.1810551558753
20,11,128,3.193045563549161
0,11,1,3.179856115107914
0,11,2,2.4796163069544366
0,11,4,2.0875299760191846
0,11,8,1.8908872901678657
0,11,16,1.8069544364508394
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.130695443645084
2,11,2,2.483213429256595
2,11,4,2.097122302158273
2,11,8,1.8968824940047961
2,11,16,1.816546762589928
2,11,32,1.8249400479616307
2,11,64,1.8357314148681054
2,11,128,1.8345323741007193
5,11,1,3.13189448441247
5,11,2,2.5731414868105515
5,11,4,2.327338129496403
5,11,8,2.4268585131894485
5,11,16,2.6019184652278176
5,11,32,2.7997601918465227
5,11,64,2.970023980815348
5,11,128,3.1007194244604315
10,11,1,3.128297362110312
10,11,2,2.760191846522782
10,11,4,2.6906474820143886
10,11,8,2.9592326139088727
10,11,16,3.193045563549161
10,11,32,3.2038369304556356
10,11,64,3.1510791366906474
10,11,128,3.1258992805755397
15,11,1,3.1534772182254196
15,11,2,2.7949640287769784
15,11,4,2.870503597122302
15,11,8,3.091127098321343
15,11,16,3.1774580335731413
15,11,32,3.1510791366906474
15,11,64,3.2050359712230216
15,11,128,3.128297362110312
20,11,1,3.0995203836930454
20,11,2,2.9124700239808154
20,11,4,2.9652278177458036
20,11,8,3.0875299760191846
20,11,16,3.178657074340528
20,11,32,3.1702637889688248
20,11,64,3.128297362110312
20,11,128,3.2014388489208634
0,11,1,3.1414868105515588
0,11,2,2.4940047961630696
0,11,4,2.115107913669065
0,11,8,1.9028776978417266
0,11,16,1.8081534772182255
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.1031175059952036
2,11,2,2.5047961630695443
2,11,4,2.116306954436451
2,11,8,1.9028776978417266
2,11,16,1.828537170263789
2,11,32,1.8225419664268585
2,11,64,1.8381294964028776
2,11,128,1.830935251798561
5,11,1,3.1642685851318944
5,11,2,2.57673860911271
5,11,4,2.321342925659472
5,11,8,2.357314148681055
5,11,16,2.617505995203837
5,11,32,2.8129496402877696
5,11,64,2.97242206235012
5,11,128,3.063549160671463
10,11,1,3.158273381294964
10,11,2,2.7649880095923263
10,11,4,2.7026378896882495
10,11,8,2.9556354916067145
10,11,16,3.1498800959232613
10,11,32,3.175059952038369
10,11,64,3.199040767386091
10,11,128,3.184652278177458
15,11,1,3.182254196642686
15,11,2,2.8729016786570742
15,11,4,2.882494004796163
15,11,8,3.1258992805755397
15,11,16,3.184652278177458
15,11,32,3.115107913669065
15,11,64,3.116306954436451
15,11,128,3.1918465227817747
20,11,1,3.15947242206235
20,11,2,2.9136690647482015
20,11,4,2.985611510791367
20,11,8,3.158273381294964
20,11,16,3.1534772182254196
20,11,32,3.1366906474820144
20,11,64,3.1534772182254196
20,11,128,3.1654676258992804
0,11,1,3.183453237410072
0,11,2,2.4820143884892087
0,11,4,2.0863309352517985
0,11,8,1.8872901678657075
0,11,16,1.8057553956834533
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.1678657074340526
2,11,2,2.4748201438848922
2,11,4,2.1019184652278176
2,11,8,1.8968824940047961
2,11,16,1.8261390887290168
2,11,32,1.815347721822542
2,11,64,1.84052757793765
2,11,128,1.830935251798561
5,11,1,3.1558752997601918
5,11,2,2.5695443645083933
5,11,4,2.3309352517985613
5,11,8,2.3776978417266186
5,11,16,2.595923261390887
5,11,32,2.8345323741007196
5,11,64,3.002398081534772
5,11,128,3.068345323741007
10,11,1,3.13189448441247
10,11,2,2.7553956834532376
10,11,4,2.7062350119904077
10,11,8,2.9592326139088727
10,11,16,3.106714628297362
10,11,32,3.197841726618705
10,11,64,3.1546762589928057
10,11,128,3.1007194244604315
15,11,1,3.1882494004796165
15,11,2,2.775779376498801
15,11,4,2.91726618705036
15,11,8,3.0863309352517985
15,11,16,3.145083932853717
15,11,32,3.1666666666666665
15,11,64,3.1918465227817747
15,11,128,3.195443645083933
20,11,1,3.118705035971223
20,11,2,2.854916067146283
20,11,4,2.936450839328537
20,11,8,3.077937649880096
20,11,16,3.1510791366906474
20,11,32,3.1522781774580335
20,11,64,3.1702637889688248
20,11,128,3.116306954436451
0,11,1,3.195443645083933
0,11,2,2.4796163069544366
0,11,4,2.115107913669065
0,11,8,1.89568345323741
0,11,16,1.8105515587529977
0,11,32,1.7985611510791366
0,11,64,1.7985611510791366
0,11,128,1.7985611510791366
2,11,1,3.193045563549161
2,11,2,2.5083932853717026
2,11,4,2.1115107913669067
2,11,8,1.8980815347721822
2,11,16,1.8213429256594724
2,11,32,1.8213429256594724
2,11,64,1.8213429256594724
2,11,128,1.8429256594724222
5,11,1,3.1354916067146283
5,11,2,2.5887290167865706
5,11,4,2.3333333333333335
5,11,8,2.404076738609113
5,11,16,2.6366906474820144
5,11,32,2.7997601918465227
5,11,64,2.9892086330935252
5,11,128,3.0443645083932855
10,11,1,3.145083932853717
10,11,2,2.761390887290168
10,11,4,2.7505995203836933
10,11,8,2.988009592326139
10,11,16,3.0563549160671464
10,11,32,3.1091127098321345
10,11,64,3.2146282973621103
10,11,128,3.20863309352518
15,11,1,3.157074340527578
15,11,2,2.8345323741007196
15,11,4,2.9004796163069546
15,11,8,3.0563549160671464
15,11,16,3.179856115107914
15,11,32,3.1702637889688248
15,11,64,3.145083932853717
15,11,128,3.1043165467625897
20,11,1,3.147482014388489
20,11,2,2.8369304556354917
20,11,4,2.9940047961630696
20,11,8,3.179856115107914
20,11,16,3.2134292565947242
20,11,32,3.1546762589928057
